Company Name,Job Title,Salaries Reported,Location,Salary,Currency,Sal,freq,Tot_sal,Company Name_preprocessed,Job Title_preprocessed,Location_preprocessed,Company_Title,Location_Title
Mu Sigma,Data Scientist,105.0,Bangalore,"₹6,48,573/yr",₹,648573,yr,648573,musigma,datascientist,bangalore,musigmadatascientist,bangaloredatascientist
IBM,Data Scientist,95.0,Bangalore,"₹11,91,950/yr",₹,1191950,yr,1191950,ibm,datascientist,bangalore,ibmdatascientist,bangaloredatascientist
Tata Consultancy Services,Data Scientist,66.0,Bangalore,"₹8,36,874/yr",₹,836874,yr,836874,tataconsultancyservices,datascientist,bangalore,tataconsultancyservicesdatascientist,bangaloredatascientist
Impact Analytics,Data Scientist,40.0,Bangalore,"₹6,69,578/yr",₹,669578,yr,669578,impactanalytics,datascientist,bangalore,impactanalyticsdatascientist,bangaloredatascientist
Accenture,Data Scientist,32.0,Bangalore,"₹9,44,110/yr",₹,944110,yr,944110,accenture,datascientist,bangalore,accenturedatascientist,bangaloredatascientist
Infosys,Data Scientist,30.0,Bangalore,"₹9,08,764/yr",₹,908764,yr,908764,infosys,datascientist,bangalore,infosysdatascientist,bangaloredatascientist
Capgemini,Data Scientist,28.0,Bangalore,"₹9,26,124/yr",₹,926124,yr,926124,capgemini,datascientist,bangalore,capgeminidatascientist,bangaloredatascientist
Cognizant Technology Solutions,Data Scientist,26.0,Bangalore,"₹7,36,708/yr",₹,736708,yr,736708,cognizanttechnologysolutions,datascientist,bangalore,cognizanttechnologysolutionsdatascientist,bangaloredatascientist
Anheuser-Busch InBev,Data Scientist,25.0,Bangalore,"₹16,46,721/yr",₹,1646721,yr,1646721,anheuserbuschinbev,datascientist,bangalore,anheuserbuschinbevdatascientist,bangaloredatascientist
Fractal,Data Scientist,22.0,Bangalore,"₹13,92,960/yr",₹,1392960,yr,1392960,fractal,datascientist,bangalore,fractaldatascientist,bangaloredatascientist
Embibe,Data Scientist,20.0,Bangalore,"₹14,04,773/yr",₹,1404773,yr,1404773,embibe,datascientist,bangalore,embibedatascientist,bangaloredatascientist
Amazon,Data Scientist,19.0,Bangalore,"₹15,07,343/yr",₹,1507343,yr,1507343,amazon,datascientist,bangalore,amazondatascientist,bangaloredatascientist
Google,Data Scientist,19.0,Bangalore,"₹15,58,095/yr",₹,1558095,yr,1558095,google,datascientist,bangalore,googledatascientist,bangaloredatascientist
Flipkart,Data Scientist,18.0,Bangalore,"₹25,57,843/yr",₹,2557843,yr,2557843,flipkart,datascientist,bangalore,flipkartdatascientist,bangaloredatascientist
HP Inc.,Data Scientist,16.0,Bangalore,"₹15,10,081/yr",₹,1510081,yr,1510081,hpinc,datascientist,bangalore,hpincdatascientist,bangaloredatascientist
Wipro,Data Scientist,15.0,Bangalore,"₹7,32,821/yr",₹,732821,yr,732821,wipro,datascientist,bangalore,wiprodatascientist,bangaloredatascientist
Ericsson-Worldwide,Data Scientist,15.0,Bangalore,"₹12,21,750/yr",₹,1221750,yr,1221750,ericssonworldwide,datascientist,bangalore,ericssonworldwidedatascientist,bangaloredatascientist
MiQ,Data Scientist,15.0,Bangalore,"₹17,39,484/yr",₹,1739484,yr,1739484,miq,datascientist,bangalore,miqdatascientist,bangaloredatascientist
Deloitte,Data Scientist,14.0,Bangalore,"₹11,24,939/yr",₹,1124939,yr,1124939,deloitte,datascientist,bangalore,deloittedatascientist,bangaloredatascientist
Microsoft,Data Scientist,14.0,Bangalore,"₹16,30,396/yr",₹,1630396,yr,1630396,microsoft,datascientist,bangalore,microsoftdatascientist,bangaloredatascientist
Genpact,Data Scientist,14.0,Bangalore,"₹10,09,436/yr",₹,1009436,yr,1009436,genpact,datascientist,bangalore,genpactdatascientist,bangaloredatascientist
Fresher,Data Scientist,14.0,Bangalore,"₹5,50,980/yr",₹,550980,yr,550980,fresher,datascientist,bangalore,fresherdatascientist,bangaloredatascientist
Société Générale,Data Scientist,13.0,Bangalore,"₹18,70,000/yr",₹,1870000,yr,1870000,sociétégénérale,datascientist,bangalore,sociétégénéraledatascientist,bangaloredatascientist
Flutura,Data Scientist,13.0,Bangalore,"₹7,58,376/yr",₹,758376,yr,758376,flutura,datascientist,bangalore,fluturadatascientist,bangaloredatascientist
Fuzzy Logix,Data Scientist,13.0,Bangalore,"₹15,56,575/yr",₹,1556575,yr,1556575,fuzzylogix,datascientist,bangalore,fuzzylogixdatascientist,bangaloredatascientist
DXC Technology,Data Scientist,12.0,Bangalore,"₹11,94,327/yr",₹,1194327,yr,1194327,dxctechnology,datascientist,bangalore,dxctechnologydatascientist,bangaloredatascientist
Jio,Data Scientist,11.0,Bangalore,"₹14,70,000/yr",₹,1470000,yr,1470000,jio,datascientist,bangalore,jiodatascientist,bangaloredatascientist
Honeywell,Data Scientist,10.0,Bangalore,"₹15,49,942/yr",₹,1549942,yr,1549942,honeywell,datascientist,bangalore,honeywelldatascientist,bangaloredatascientist
Affine,Data Scientist,10.0,Bangalore,"₹10,09,436/yr",₹,1009436,yr,1009436,affine,datascientist,bangalore,affinedatascientist,bangaloredatascientist
Philips,Data Scientist,9.0,Bangalore,"₹15,41,572/yr",₹,1541572,yr,1541572,philips,datascientist,bangalore,philipsdatascientist,bangaloredatascientist
Bharat Light & Power,Data Scientist,9.0,Bangalore,"₹8,11,182/yr",₹,811182,yr,811182,bharatlightpower,datascientist,bangalore,bharatlightpowerdatascientist,bangaloredatascientist
Antuit,Data Scientist,9.0,Bangalore,"₹12,05,874/yr",₹,1205874,yr,1205874,antuit,datascientist,bangalore,antuitdatascientist,bangaloredatascientist
Nielsen,Data Scientist,9.0,Bangalore,"₹7,27,111/yr",₹,727111,yr,727111,nielsen,datascientist,bangalore,nielsendatascientist,bangaloredatascientist
[24]7.ai,Data Scientist,9.0,Bangalore,"₹19,23,257/yr",₹,1923257,yr,1923257,247ai,datascientist,bangalore,247aidatascientist,bangaloredatascientist
Fidelity Investments,Data Scientist,9.0,Bangalore,"₹21,43,501/yr",₹,2143501,yr,2143501,fidelityinvestments,datascientist,bangalore,fidelityinvestmentsdatascientist,bangaloredatascientist
Myntra,Data Scientist,9.0,Bangalore,"₹19,26,965/yr",₹,1926965,yr,1926965,myntra,datascientist,bangalore,myntradatascientist,bangaloredatascientist
First Student,Data Scientist,9.0,Bangalore,"₹41,271/mo",₹,41271,mo,495252,firststudent,datascientist,bangalore,firststudentdatascientist,bangaloredatascientist
Oracle,Data Scientist,8.0,Bangalore,"₹12,94,984/yr",₹,1294984,yr,1294984,oracle,datascientist,bangalore,oracledatascientist,bangaloredatascientist
Ola,Data Scientist,8.0,Bangalore,"₹23,34,960/yr",₹,2334960,yr,2334960,ola,datascientist,bangalore,oladatascientist,bangaloredatascientist
Walmart Global Tech,Data Scientist,8.0,Bangalore,"₹22,67,616/yr",₹,2267616,yr,2267616,walmartglobaltech,datascientist,bangalore,walmartglobaltechdatascientist,bangaloredatascientist
Tredence,Data Scientist,8.0,Bangalore,"₹13,66,992/yr",₹,1366992,yr,1366992,tredence,datascientist,bangalore,tredencedatascientist,bangaloredatascientist
Intel Corporation,Data Scientist,8.0,Bangalore,"₹14,53,427/yr",₹,1453427,yr,1453427,intelcorporation,datascientist,bangalore,intelcorporationdatascientist,bangaloredatascientist
Mercedes-Benz Research and Development India,Data Scientist,8.0,Bangalore,"₹14,58,032/yr",₹,1458032,yr,1458032,mercedesbenzresearchanddevelopmentindia,datascientist,bangalore,mercedesbenzresearchanddevelopmentindiadatascientist,bangaloredatascientist
SAP,Data Scientist,8.0,Bangalore,"₹17,30,166/yr",₹,1730166,yr,1730166,sap,datascientist,bangalore,sapdatascientist,bangaloredatascientist
Wipro Technologies,Data Scientist,8.0,Bangalore,"₹6,58,109/yr",₹,658109,yr,658109,wiprotechnologies,datascientist,bangalore,wiprotechnologiesdatascientist,bangaloredatascientist
Thoucentric,Data Scientist,8.0,Bangalore,"₹7,94,460/yr",₹,794460,yr,794460,thoucentric,datascientist,bangalore,thoucentricdatascientist,bangaloredatascientist
Walmart,Data Scientist,8.0,Bangalore,"₹25,67,381/yr",₹,2567381,yr,2567381,walmart,datascientist,bangalore,walmartdatascientist,bangaloredatascientist
Brillio,Data Scientist,8.0,Bangalore,"₹16,37,231/yr",₹,1637231,yr,1637231,brillio,datascientist,bangalore,brilliodatascientist,bangaloredatascientist
Great Learning,Data Scientist,7.0,Bangalore,"₹9,00,000/yr",₹,900000,yr,900000,greatlearning,datascientist,bangalore,greatlearningdatascientist,bangaloredatascientist
Gramener,Data Scientist,7.0,Bangalore,"₹9,02,935/yr",₹,902935,yr,902935,gramener,datascientist,bangalore,gramenerdatascientist,bangaloredatascientist
HCL Technologies,Data Scientist,7.0,Bangalore,"₹9,70,782/yr",₹,970782,yr,970782,hcltechnologies,datascientist,bangalore,hcltechnologiesdatascientist,bangaloredatascientist
Happiest Minds Technologies,Data Scientist,7.0,Bangalore,"₹10,50,000/yr",₹,1050000,yr,1050000,happiestmindstechnologies,datascientist,bangalore,happiestmindstechnologiesdatascientist,bangaloredatascientist
Hewlett Packard Enterprise | HPE,Data Scientist,7.0,Bangalore,"₹21,19,584/yr",₹,2119584,yr,2119584,hewlettpackardenterprisehpe,datascientist,bangalore,hewlettpackardenterprisehpedatascientist,bangaloredatascientist
Noodle.ai,Data Scientist,7.0,Bangalore,"₹16,87,111/yr",₹,1687111,yr,1687111,noodleai,datascientist,bangalore,noodleaidatascientist,bangaloredatascientist
Cisco Systems,Data Scientist,7.0,Bangalore,"₹14,65,641/yr",₹,1465641,yr,1465641,ciscosystems,datascientist,bangalore,ciscosystemsdatascientist,bangaloredatascientist
INSOFE,Data Scientist,7.0,Bangalore,"₹6,00,000/yr",₹,600000,yr,600000,insofe,datascientist,bangalore,insofedatascientist,bangaloredatascientist
Optum,Data Scientist,7.0,Bangalore,"₹18,05,869/yr",₹,1805869,yr,1805869,optum,datascientist,bangalore,optumdatascientist,bangaloredatascientist
Adobe,Data Scientist,6.0,Bangalore,"₹26,24,063/yr",₹,2624063,yr,2624063,adobe,datascientist,bangalore,adobedatascientist,bangaloredatascientist
ABB,Data Scientist,6.0,Bangalore,"₹9,55,297/yr",₹,955297,yr,955297,abb,datascientist,bangalore,abbdatascientist,bangaloredatascientist
EY,Data Scientist,6.0,Bangalore,"₹7,61,478/yr",₹,761478,yr,761478,ey,datascientist,bangalore,eydatascientist,bangaloredatascientist
Swiggy,Data Scientist,6.0,Bangalore,"₹28,05,476/yr",₹,2805476,yr,2805476,swiggy,datascientist,bangalore,swiggydatascientist,bangaloredatascientist
Subex,Data Scientist,6.0,Bangalore,"₹9,69,112/yr",₹,969112,yr,969112,subex,datascientist,bangalore,subexdatascientist,bangaloredatascientist
iNeuron,Data Scientist,6.0,Bangalore,"₹4,50,979/yr",₹,450979,yr,450979,ineuron,datascientist,bangalore,ineurondatascientist,bangaloredatascientist
ZS Associates,Data Scientist,6.0,Bangalore,"₹13,38,795/yr",₹,1338795,yr,1338795,zsassociates,datascientist,bangalore,zsassociatesdatascientist,bangaloredatascientist
Robert Bosch India,Data Scientist,6.0,Bangalore,"₹10,40,493/yr",₹,1040493,yr,1040493,robertboschindia,datascientist,bangalore,robertboschindiadatascientist,bangaloredatascientist
Scienaptic Systems,Data Scientist,6.0,Bangalore,"₹12,91,549/yr",₹,1291549,yr,1291549,scienapticsystems,datascientist,bangalore,scienapticsystemsdatascientist,bangaloredatascientist
FlyNava Technologies,Data Scientist,6.0,Bangalore,"₹49,928/mo",₹,49928,mo,599136,flynavatechnologies,datascientist,bangalore,flynavatechnologiesdatascientist,bangaloredatascientist
Nokia,Data Scientist,6.0,Bangalore,"₹16,63,189/yr",₹,1663189,yr,1663189,nokia,datascientist,bangalore,nokiadatascientist,bangaloredatascientist
UnitedHealth Group,Data Scientist,6.0,Bangalore,"₹13,23,387/yr",₹,1323387,yr,1323387,unitedhealthgroup,datascientist,bangalore,unitedhealthgroupdatascientist,bangaloredatascientist
Sigmoid Analytics,Data Scientist,6.0,Bangalore,"₹12,46,266/yr",₹,1246266,yr,1246266,sigmoidanalytics,datascientist,bangalore,sigmoidanalyticsdatascientist,bangaloredatascientist
Idexcel,Data Scientist,6.0,Bangalore,"₹4,94,147/yr",₹,494147,yr,494147,idexcel,datascientist,bangalore,idexceldatascientist,bangaloredatascientist
Citi,Data Scientist,5.0,Bangalore,"₹18,92,758/yr",₹,1892758,yr,1892758,citi,datascientist,bangalore,citidatascientist,bangaloredatascientist
GE Healthcare,Data Scientist,5.0,Bangalore,"₹15,72,054/yr",₹,1572054,yr,1572054,gehealthcare,datascientist,bangalore,gehealthcaredatascientist,bangaloredatascientist
SigTuple,Data Scientist,5.0,Bangalore,"₹20,24,533/yr",₹,2024533,yr,2024533,sigtuple,datascientist,bangalore,sigtupledatascientist,bangaloredatascientist
Dell Technologies,Data Scientist,5.0,Bangalore,"₹19,27,564/yr",₹,1927564,yr,1927564,delltechnologies,datascientist,bangalore,delltechnologiesdatascientist,bangaloredatascientist
iNeuron,Data Scientist,5.0,Bangalore,"₹8,00,000/yr",₹,800000,yr,800000,ineuron,datascientist,bangalore,ineurondatascientist,bangaloredatascientist
Ericsson IT Solutions & Services,Data Scientist,5.0,Bangalore,"₹20,09,790/yr",₹,2009790,yr,2009790,ericssonitsolutionsservices,datascientist,bangalore,ericssonitsolutionsservicesdatascientist,bangaloredatascientist
Aptus Data Labs,Data Scientist,5.0,Bangalore,"₹8,31,462/yr",₹,831462,yr,831462,aptusdatalabs,datascientist,bangalore,aptusdatalabsdatascientist,bangaloredatascientist
UniQreate,Data Scientist,5.0,Bangalore,"₹5,16,323/yr",₹,516323,yr,516323,uniqreate,datascientist,bangalore,uniqreatedatascientist,bangaloredatascientist
LinkedIn,Data Scientist,5.0,Bangalore,"₹23,33,241/yr",₹,2333241,yr,2333241,linkedin,datascientist,bangalore,linkedindatascientist,bangaloredatascientist
Apexon,Data Scientist,5.0,Bangalore,"₹12,00,000/yr",₹,1200000,yr,1200000,apexon,datascientist,bangalore,apexondatascientist,bangaloredatascientist
Shadowfax Technologies,Data Scientist,5.0,Bangalore,"₹20,06,522/yr",₹,2006522,yr,2006522,shadowfaxtechnologies,datascientist,bangalore,shadowfaxtechnologiesdatascientist,bangaloredatascientist
Bharti Airtel,Data Scientist,5.0,Bangalore,"₹21,60,000/yr",₹,2160000,yr,2160000,bhartiairtel,datascientist,bangalore,bhartiairteldatascientist,bangaloredatascientist
Applied Materials,Data Scientist,5.0,Bangalore,"₹13,41,316/yr",₹,1341316,yr,1341316,appliedmaterials,datascientist,bangalore,appliedmaterialsdatascientist,bangaloredatascientist
FICO,Data Scientist,5.0,Bangalore,"₹16,34,105/yr",₹,1634105,yr,1634105,fico,datascientist,bangalore,ficodatascientist,bangaloredatascientist
YouPlus,Data Scientist,5.0,Bangalore,"₹13,89,256/yr",₹,1389256,yr,1389256,youplus,datascientist,bangalore,youplusdatascientist,bangaloredatascientist
Mphasis,Data Scientist,5.0,Bangalore,"₹10,00,000/yr",₹,1000000,yr,1000000,mphasis,datascientist,bangalore,mphasisdatascientist,bangaloredatascientist
Target,Data Scientist,5.0,Bangalore,"₹12,31,116/yr",₹,1231116,yr,1231116,target,datascientist,bangalore,targetdatascientist,bangaloredatascientist
Gojek,Data Scientist,5.0,Bangalore,"₹23,52,941/yr",₹,2352941,yr,2352941,gojek,datascientist,bangalore,gojekdatascientist,bangaloredatascientist
Blueocean Market Intelligence,Data Scientist,5.0,Bangalore,"₹7,44,551/yr",₹,744551,yr,744551,blueoceanmarketintelligence,datascientist,bangalore,blueoceanmarketintelligencedatascientist,bangaloredatascientist
CRED,Data Scientist,5.0,Bangalore,"₹30,14,686/yr",₹,3014686,yr,3014686,cred,datascientist,bangalore,creddatascientist,bangaloredatascientist
Rolls-Royce,Data Scientist,5.0,Bangalore,"₹13,57,204/yr",₹,1357204,yr,1357204,rollsroyce,datascientist,bangalore,rollsroycedatascientist,bangaloredatascientist
Curl Analytics,Data Scientist,4.0,Bangalore,"₹10,53,196/yr",₹,1053196,yr,1053196,curlanalytics,datascientist,bangalore,curlanalyticsdatascientist,bangaloredatascientist
J.P. Morgan,Data Scientist,4.0,Bangalore,"₹13,37,606/yr",₹,1337606,yr,1337606,jpmorgan,datascientist,bangalore,jpmorgandatascientist,bangaloredatascientist
Knowledge Lens,Data Scientist,4.0,Bangalore,"₹48,825/mo",₹,48825,mo,585900,knowledgelens,datascientist,bangalore,knowledgelensdatascientist,bangaloredatascientist
IBM,Data Scientist,4.0,Bangalore,"₹32,953/mo",₹,32953,mo,395436,ibm,datascientist,bangalore,ibmdatascientist,bangaloredatascientist
ascena,Data Scientist,4.0,Bangalore,"₹16,49,930/yr",₹,1649930,yr,1649930,ascena,datascientist,bangalore,ascenadatascientist,bangaloredatascientist
QuantZig,Data Scientist,4.0,Bangalore,"₹11,38,060/yr",₹,1138060,yr,1138060,quantzig,datascientist,bangalore,quantzigdatascientist,bangaloredatascientist
Baker Hughes,Data Scientist,4.0,Bangalore,"₹16,12,744/yr",₹,1612744,yr,1612744,bakerhughes,datascientist,bangalore,bakerhughesdatascientist,bangaloredatascientist
Everlytics,Data Scientist,4.0,Bangalore,"₹4,32,776/yr",₹,432776,yr,432776,everlytics,datascientist,bangalore,everlyticsdatascientist,bangaloredatascientist
Siemens,Data Scientist,4.0,Bangalore,"₹9,87,471/yr",₹,987471,yr,987471,siemens,datascientist,bangalore,siemensdatascientist,bangaloredatascientist
ANZ Bank,Data Scientist,4.0,Bangalore,"₹15,12,297/yr",₹,1512297,yr,1512297,anzbank,datascientist,bangalore,anzbankdatascientist,bangaloredatascientist
Lowe's Home Improvement,Data Scientist,4.0,Bangalore,"₹17,52,935/yr",₹,1752935,yr,1752935,loweshomeimprovement,datascientist,bangalore,loweshomeimprovementdatascientist,bangaloredatascientist
Nones,Data Scientist,4.0,Bangalore,"₹11,97,944/yr",₹,1197944,yr,1197944,nones,datascientist,bangalore,nonesdatascientist,bangaloredatascientist
Bristlecone,Data Scientist,4.0,Bangalore,"₹76,962/mo",₹,76962,mo,923544,bristlecone,datascientist,bangalore,bristleconedatascientist,bangaloredatascientist
Altimetrik,Data Scientist,4.0,Bangalore,"₹5,87,146/yr",₹,587146,yr,587146,altimetrik,datascientist,bangalore,altimetrikdatascientist,bangaloredatascientist
Head Digital Works,Data Scientist,4.0,Bangalore,"₹9,77,543/yr",₹,977543,yr,977543,headdigitalworks,datascientist,bangalore,headdigitalworksdatascientist,bangaloredatascientist
Artivatic Data Labs,Data Scientist,4.0,Bangalore,"₹6,49,755/yr",₹,649755,yr,649755,artivaticdatalabs,datascientist,bangalore,artivaticdatalabsdatascientist,bangaloredatascientist
HDFC Standard Life Insurance,Data Scientist,4.0,Bangalore,"₹11,77,531/yr",₹,1177531,yr,1177531,hdfcstandardlifeinsurance,datascientist,bangalore,hdfcstandardlifeinsurancedatascientist,bangaloredatascientist
AntWorks,Data Scientist,4.0,Bangalore,"₹11,94,925/yr",₹,1194925,yr,1194925,antworks,datascientist,bangalore,antworksdatascientist,bangaloredatascientist
American Express,Data Scientist,4.0,Bangalore,"₹16,93,208/yr",₹,1693208,yr,1693208,americanexpress,datascientist,bangalore,americanexpressdatascientist,bangaloredatascientist
ITC Infotech,Data Scientist,4.0,Bangalore,"₹4,14,817/yr",₹,414817,yr,414817,itcinfotech,datascientist,bangalore,itcinfotechdatascientist,bangaloredatascientist
Aidetic,Data Scientist,4.0,Bangalore,"₹7,04,193/yr",₹,704193,yr,704193,aidetic,datascientist,bangalore,aideticdatascientist,bangaloredatascientist
NeenOpal,Data Scientist,4.0,Bangalore,"₹5,90,000/yr",₹,590000,yr,590000,neenopal,datascientist,bangalore,neenopaldatascientist,bangaloredatascientist
Knowledge Foundry,Data Scientist,4.0,Bangalore,"₹11,19,069/yr",₹,1119069,yr,1119069,knowledgefoundry,datascientist,bangalore,knowledgefoundrydatascientist,bangaloredatascientist
Mindtree,Data Scientist,4.0,Bangalore,"₹6,69,225/yr",₹,669225,yr,669225,mindtree,datascientist,bangalore,mindtreedatascientist,bangaloredatascientist
Nones,Data Scientist,3.0,Bangalore,"₹10,13,978/yr",₹,1013978,yr,1013978,nones,datascientist,bangalore,nonesdatascientist,bangaloredatascientist
TVS Motor Company,Data Scientist,3.0,Bangalore,"₹12,52,803/yr",₹,1252803,yr,1252803,tvsmotorcompany,datascientist,bangalore,tvsmotorcompanydatascientist,bangaloredatascientist
XYZ,Data Scientist,3.0,Bangalore,"₹8,40,000/yr",₹,840000,yr,840000,xyz,datascientist,bangalore,xyzdatascientist,bangaloredatascientist
ShieldSquare,Data Scientist,3.0,Bangalore,"₹7,61,610/yr",₹,761610,yr,761610,shieldsquare,datascientist,bangalore,shieldsquaredatascientist,bangaloredatascientist
Tech Data,Data Scientist,3.0,Bangalore,"₹1,00,000/mo",₹,100000,mo,1200000,techdata,datascientist,bangalore,techdatadatascientist,bangaloredatascientist
Publicis Sapient,Data Scientist,3.0,Bangalore,"₹16,70,405/yr",₹,1670405,yr,1670405,publicissapient,datascientist,bangalore,publicissapientdatascientist,bangaloredatascientist
Hinduja Global Solutions,Data Scientist,3.0,Bangalore,"₹12,84,643/yr",₹,1284643,yr,1284643,hindujaglobalsolutions,datascientist,bangalore,hindujaglobalsolutionsdatascientist,bangaloredatascientist
GE Digital,Data Scientist,3.0,Bangalore,"₹16,53,106/yr",₹,1653106,yr,1653106,gedigital,datascientist,bangalore,gedigitaldatascientist,bangaloredatascientist
GlobusSoft,Data Scientist,3.0,Bangalore,"₹3,85,393/yr",₹,385393,yr,385393,globussoft,datascientist,bangalore,globussoftdatascientist,bangaloredatascientist
MakeMyTrip,Data Scientist,3.0,Bangalore,"₹12,00,000/yr",₹,1200000,yr,1200000,makemytrip,datascientist,bangalore,makemytripdatascientist,bangaloredatascientist
Artificial Learning Systems,Data Scientist,3.0,Bangalore,"₹11,24,740/yr",₹,1124740,yr,1124740,artificiallearningsystems,datascientist,bangalore,artificiallearningsystemsdatascientist,bangaloredatascientist
Dailyhunt,Data Scientist,3.0,Bangalore,"₹26,00,000/yr",₹,2600000,yr,2600000,dailyhunt,datascientist,bangalore,dailyhuntdatascientist,bangaloredatascientist
Draup,Data Scientist,3.0,Bangalore,"₹18,59,109/yr",₹,1859109,yr,1859109,draup,datascientist,bangalore,draupdatascientist,bangaloredatascientist
SwitchOn,Data Scientist,3.0,Bangalore,"₹6,69,785/yr",₹,669785,yr,669785,switchon,datascientist,bangalore,switchondatascientist,bangaloredatascientist
PwC,Data Scientist,3.0,Bangalore,"₹12,05,874/yr",₹,1205874,yr,1205874,pwc,datascientist,bangalore,pwcdatascientist,bangaloredatascientist
Innodatatics,Data Scientist,3.0,Bangalore,"₹10,705/mo",₹,10705,mo,128460,innodatatics,datascientist,bangalore,innodataticsdatascientist,bangaloredatascientist
Robert Bosch,Data Scientist,3.0,Bangalore,"₹11,80,355/yr",₹,1180355,yr,1180355,robertbosch,datascientist,bangalore,robertboschdatascientist,bangaloredatascientist
Two Roads Tech,Data Scientist,3.0,Bangalore,"₹38,12,913/yr",₹,3812913,yr,3812913,tworoadstech,datascientist,bangalore,tworoadstechdatascientist,bangaloredatascientist
ExxonMobil,Data Scientist,3.0,Bangalore,"₹28,73,437/yr",₹,2873437,yr,2873437,exxonmobil,datascientist,bangalore,exxonmobildatascientist,bangaloredatascientist
Bidgely,Data Scientist,3.0,Bangalore,"₹14,38,481/yr",₹,1438481,yr,1438481,bidgely,datascientist,bangalore,bidgelydatascientist,bangaloredatascientist
IQVIA,Data Scientist,3.0,Bangalore,"₹8,99,123/yr",₹,899123,yr,899123,iqvia,datascientist,bangalore,iqviadatascientist,bangaloredatascientist
ShareChat,Data Scientist,3.0,Bangalore,"₹23,00,000/yr",₹,2300000,yr,2300000,sharechat,datascientist,bangalore,sharechatdatascientist,bangaloredatascientist
Course5 Intelligence,Data Scientist,3.0,Bangalore,"₹8,25,077/yr",₹,825077,yr,825077,course5intelligence,datascientist,bangalore,course5intelligencedatascientist,bangaloredatascientist
MAERSK,Data Scientist,3.0,Bangalore,"₹22,07,174/yr",₹,2207174,yr,2207174,maersk,datascientist,bangalore,maerskdatascientist,bangaloredatascientist
Caterpillar,Data Scientist,3.0,Bangalore,"₹15,26,335/yr",₹,1526335,yr,1526335,caterpillar,datascientist,bangalore,caterpillardatascientist,bangaloredatascientist
Bepec Solutions,Data Scientist,3.0,Bangalore,"₹50,000/mo",₹,50000,mo,600000,bepecsolutions,datascientist,bangalore,bepecsolutionsdatascientist,bangaloredatascientist
NetApp,Data Scientist,3.0,Bangalore,"₹28,75,549/yr",₹,2875549,yr,2875549,netapp,datascientist,bangalore,netappdatascientist,bangaloredatascientist
Exposys Data Labs,Data Scientist,3.0,Bangalore,"₹36,120/mo",₹,36120,mo,433440,exposysdatalabs,datascientist,bangalore,exposysdatalabsdatascientist,bangaloredatascientist
Spoonshot,Data Scientist,3.0,Bangalore,"₹16,15,535/yr",₹,1615535,yr,1615535,spoonshot,datascientist,bangalore,spoonshotdatascientist,bangaloredatascientist
InMobi,Data Scientist,3.0,Bangalore,"₹17,00,000/yr",₹,1700000,yr,1700000,inmobi,datascientist,bangalore,inmobidatascientist,bangaloredatascientist
Swiss Re,Data Scientist,3.0,Bangalore,"₹13,52,802/yr",₹,1352802,yr,1352802,swissre,datascientist,bangalore,swissredatascientist,bangaloredatascientist
TheMathCompany,Data Scientist,3.0,Bangalore,"₹6,00,000/yr",₹,600000,yr,600000,themathcompany,datascientist,bangalore,themathcompanydatascientist,bangaloredatascientist
Shell,Data Scientist,3.0,Bangalore,"₹21,48,775/yr",₹,2148775,yr,2148775,shell,datascientist,bangalore,shelldatascientist,bangaloredatascientist
Flip Robo,Data Scientist,3.0,Bangalore,"₹25,581/mo",₹,25581,mo,306972,fliprobo,datascientist,bangalore,fliprobodatascientist,bangaloredatascientist
HCL,Data Scientist,3.0,Bangalore,"₹3,47,924/yr",₹,347924,yr,347924,hcl,datascientist,bangalore,hcldatascientist,bangaloredatascientist
upGrad,Data Scientist,3.0,Bangalore,"₹12,84,643/yr",₹,1284643,yr,1284643,upgrad,datascientist,bangalore,upgraddatascientist,bangaloredatascientist
Legato Health Technologies,Data Scientist,3.0,Bangalore,"₹12,00,000/yr",₹,1200000,yr,1200000,legatohealthtechnologies,datascientist,bangalore,legatohealthtechnologiesdatascientist,bangaloredatascientist
Terra Economics and Analytics Lab,Data Scientist,3.0,Bangalore,"₹7,20,000/yr",₹,720000,yr,720000,terraeconomicsandanalyticslab,datascientist,bangalore,terraeconomicsandanalyticslabdatascientist,bangaloredatascientist
HDFC Bank,Data Scientist,3.0,Bangalore,"₹11,05,385/yr",₹,1105385,yr,1105385,hdfcbank,datascientist,bangalore,hdfcbankdatascientist,bangaloredatascientist
Halodoc,Data Scientist,3.0,Bangalore,"₹18,79,205/yr",₹,1879205,yr,1879205,halodoc,datascientist,bangalore,halodocdatascientist,bangaloredatascientist
Analytical Wizards,Data Scientist,3.0,Bangalore,"₹6,00,000/yr",₹,600000,yr,600000,analyticalwizards,datascientist,bangalore,analyticalwizardsdatascientist,bangaloredatascientist
PayPal,Data Scientist,3.0,Bangalore,"₹2,73,000/yr",₹,273000,yr,273000,paypal,datascientist,bangalore,paypaldatascientist,bangaloredatascientist
GE,Data Scientist,3.0,Bangalore,"₹10,07,628/yr",₹,1007628,yr,1007628,ge,datascientist,bangalore,gedatascientist,bangaloredatascientist
Manthan,Data Scientist,3.0,Bangalore,"₹12,54,416/yr",₹,1254416,yr,1254416,manthan,datascientist,bangalore,manthandatascientist,bangaloredatascientist
Visa Inc.,Data Scientist,3.0,Bangalore,"₹3,24,000/yr",₹,324000,yr,324000,visainc,datascientist,bangalore,visaincdatascientist,bangaloredatascientist
